bea_detail,usd_imports,employment_ours,employment_epa,employment_ratio,energy_ours,energy_epa,energy_ratio,land_ours,land_epa,land_ratio,material_ours,material_epa,material_ratio,water_ours,water_epa,water_ratio
314900,24729314652.0,5.7179101802792656e-08,1.0518280454766874e-08,5.436164404313743,0.0,8.014106005451826e-06,0.0,9.463667040245802e-07,9.425074488261602e-07,1.0040946681145348,9.433338662344746e-07,1.3577238799658573e-07,6.947906567410427,5.089752860976289e-08,3.732504956089766e-08,1.3636292304641435
322120,23687097282.0,2.2670570125452657e-08,5.750749821964608e-09,3.942193770778189,0.0,4.2748330283683356e-05,0.0,1.630811894767478e-05,6.245929861011227e-06,2.6109993724832616,1.3009614320036295e-06,6.775665420489679e-07,1.9200496944101009,4.879445489837623e-08,3.5463617380603296e-08,1.375901797459167
322130,23687097282.0,2.2670570125452657e-08,5.577086728965729e-09,4.0649484627356545,0.0,4.629790272346431e-05,0.0,1.630811894767478e-05,1.010489798895035e-05,1.6138825909482328,1.3009614320036295e-06,5.509120449053839e-07,2.3614684849140706,4.879445489837623e-08,3.95230259930475e-08,1.2345829721378032
322210,23687097282.0,2.2670570125452657e-08,7.403828266551226e-09,3.0620064795226303,0.0,2.7795679973010265e-05,0.0,1.630811894767478e-05,3.9782652138589384e-06,4.099304111466168,1.3009614320036295e-06,3.299184172366469e-07,3.9432822298928043,4.879445489837623e-08,2.726736771870008e-08,1.7894816764770727
322220,23687097282.0,2.2670570125452657e-08,7.021148088277307e-09,3.2288978726006414,0.0,1.8019644232000152e-05,0.0,1.630811894767478e-05,1.8495860196807765e-06,8.817172477595514,1.3009614320036295e-06,3.519447289118653e-07,3.6964935830291092,4.879445489837623e-08,2.646840402599061e-08,1.8434981894058513
322291,23687097282.0,2.2670570125452657e-08,6.288198503373467e-09,3.60525675410699,0.0,2.6147364014640905e-05,0.0,1.630811894767478e-05,3.275771892940066e-06,4.978404931925202,1.3009614320036295e-06,3.8658605278216944e-07,3.36525703046169,4.879445489837623e-08,3.011997939656184e-08,1.6200029308103068
322299,23687097282.0,2.2670570125452657e-08,8.008482333976451e-09,2.830819770841155,0.0,2.1065942115637696e-05,0.0,1.630811894767478e-05,2.359356822530029e-06,6.912103668230632,1.3009614320036295e-06,2.7172598941591813e-07,4.7877696012813455,4.879445489837623e-08,2.5880918142182854e-08,1.8853448177654488
511200,23685328630.0,2.790757140531176e-08,3.635320904020418e-09,7.676783464823664,0.0,1.2156114396390639e-06,0.0,2.040925872515538e-07,6.568578887172082e-08,3.107104150794787,2.2617376704728458e-07,1.6852582066954498e-08,13.420718922993942,9.87332722518358e-09,2.7579547738994034e-09,3.5799452980963604
541511,23685328630.0,2.790757140531176e-08,7.45396353181918e-09,3.7439908695797937,0.0,1.954021735797675e-06,0.0,2.040925872515538e-07,8.778895954164053e-08,2.3248092734798558,2.2617376704728458e-07,2.6293649269741898e-08,8.601840114584625,9.87332722518358e-09,4.41183575527026e-09,2.2379181304265847
541512,23685328630.0,2.790757140531176e-08,6.908752438840252e-09,4.039451645194064,0.0,1.3836381114561658e-06,0.0,2.040925872515538e-07,5.849760159349334e-08,3.4889052147781543,2.2617376704728458e-07,2.085037988674491e-08,10.847465047438714,9.87332722518358e-09,2.5348649307157092e-09,3.895011172211012
54151A,23685328630.0,2.790757140531176e-08,6.3936900403183246e-09,4.364861485203045,0.0,1.7844691572238605e-06,0.0,2.040925872515538e-07,7.617523710529989e-08,2.6792510927065307,2.2617376704728458e-07,2.1667764361055136e-08,10.438260416649223,9.87332722518358e-09,3.1142202364153556e-09,3.170401087801144
331200,23600209454.0,2.3898092985119997e-08,7.239297252843487e-09,3.3011619982496483,0.0,1.5875976229802474e-05,0.0,8.442721679583615e-07,2.548461973870187e-07,3.312869395795689,1.430072053630851e-06,2.5114497714996645e-07,5.694209256579758,1.7501399756856578e-07,1.9052362886245398e-08,9.185947098189843
325120,22451727442.0,1.554446092852226e-08,4.738534462455629e-09,3.2804363989930176,0.0,2.6244921726708655e-05,0.0,4.519474069963191e-07,4.216452777035278e-07,1.0718664026259952,1.1691750698387086e-06,3.334785274736022e-07,3.505998058394507,4.037221645156645e-08,6.375008063020254e-08,0.6332888688526539
337900,21978870494.0,5.796476212677938e-08,9.593014661729567e-09,6.04239273791839,0.0,6.77506049585535e-06,0.0,9.535976839993477e-07,7.68223458894659e-07,1.2413024790617695,8.992727813467775e-07,1.687457256335995e-07,5.329158874811347,5.187545921940131e-08,2.382759622980311e-08,2.1771167649096075
313100,21978870494.0,5.796476212677938e-08,7.969623527099215e-09,7.273212082061473,0.0,1.5826858572766885e-05,0.0,9.535976839993477e-07,3.623877733589973e-06,0.26314289667126045,8.992727813467775e-07,2.4067856194768474e-07,3.7364058272138445,5.187545921940131e-08,2.716779755601614e-07,0.19094466201185975
313200,21978870494.0,5.796476212677938e-08,8.011496509684921e-09,7.235197825613112,0.0,1.3211798189872099e-05,0.0,9.535976839993477e-07,1.3065409398498253e-06,0.7298643731048756,8.992727813467775e-07,2.309362601062256e-07,3.8940302442463204,5.187545921940131e-08,7.729985494573981e-08,0.671093875348343
313300,21978870494.0,5.796476212677938e-08,8.748851219076648e-09,6.625414088696433,0.0,1.2388381655676229e-05,0.0,9.535976839993477e-07,9.150935144768937e-07,1.0420767592746678,8.992727813467775e-07,1.9634606437696764e-07,4.580039758883329,5.187545921940131e-08,5.691107835599958e-08,0.9115177697899408
314110,21978870494.0,5.796476212677938e-08,8.158387510176352e-09,7.104928768641735,0.0,1.2243435573871411e-05,0.0,9.535976839993477e-07,9.538532113556368e-07,0.9997321103989093,8.992727813467775e-07,1.7146635962942652e-07,5.244601817466049,5.187545921940131e-08,6.47237474805865e-08,0.8014903530572152
314120,21978870494.0,5.796476212677938e-08,9.522083345728118e-09,6.08740335724787,0.0,8.087749490513105e-06,0.0,9.535976839993477e-07,7.79805973633329e-07,1.2228653232242832,8.992727813467775e-07,1.2481098816653393e-07,7.205077009300557,5.187545921940131e-08,4.512713658426642e-08,1.1495402355638866
315000,21978870494.0,5.796476212677938e-08,1.3748794451206841e-08,4.215988705954604,0.0,3.5356131464075386e-06,0.0,9.535976839993477e-07,7.18553536384573e-07,1.3271073562554678,8.992727813467775e-07,4.952572148387861e-08,18.157691688338243,5.187545921940131e-08,2.6080347667516825e-08,1.989063178172751
33211A,20659769534.0,2.5363303261328627e-08,7.1729424683703974e-09,3.535969146995104,0.0,1.1984150999269001e-05,0.0,8.202898862017867e-07,1.899862640872438e-07,4.317627330284785,2.1119790290105954e-06,1.455696818122118e-07,14.508371542194455,3.416945183431203e-08,1.9614519486522228e-08,1.7420488866826926
531HSO,19750581660.0,1.549321459325568e-08,1.2950171956176264e-09,11.963713412984122,0.0,5.070348921192443e-07,0.0,1.2298371976149688e-07,6.410156590911955e-08,1.9185759039936392,2.560430921506339e-07,4.175827306791251e-08,6.131553662054576,9.074871975188182e-09,1.2610254751501134e-09,7.196422399085874
531HST,19750581660.0,1.549321459325568e-08,4.783255160120576e-10,32.390525018249555,0.0,2.2544564480211e-07,0.0,1.2298371976149688e-07,1.5797282820115788e-08,7.7851185651302695,2.560430921506339e-07,1.4725400734367918e-08,17.38785224045208,9.074871975188182e-09,3.5338107347342205e-10,25.680130194835428
531ORE,19750581660.0,1.549321459325568e-08,5.245950563594038e-09,2.953366488196787,0.0,6.8824419685098615e-06,0.0,1.2298371976149688e-07,2.2507791173239775e-07,0.546405103970025,2.560430921506339e-07,1.3983132290383837e-07,1.831085387976441,9.074871975188182e-09,2.129945057183371e-08,0.42606131761862204
335110,18194694018.0,5.1608452391177775e-08,8.531423254880882e-09,6.049219555676393,0.0,6.114066036227284e-06,0.0,2.7529454438995775e-06,2.3022665318857505e-07,11.957544470946564,1.1673183390162136e-06,2.2223564463200316e-07,5.252615263177783,3.9269635383433544e-08,1.6295463943327342e-08,2.409850711830371
335120,18194694018.0,5.1608452391177775e-08,7.399442268179949e-09,6.97464086085396,0.0,6.683033370421177e-06,0.0,2.7529454438995775e-06,2.3200568974862567e-07,11.865853147318708,1.1673183390162136e-06,9.391144222593855e-08,12.429990545857017,3.9269635383433544e-08,1.3511046706019098e-08,2.906483578799201
33712N,18194694018.0,5.1608452391177775e-08,8.892800926779153e-09,5.803396794340434,0.0,1.0020966745255298e-05,0.0,2.7529454438995775e-06,2.729045820725924e-06,1.0087575016117891,1.1673183390162136e-06,1.391765867102392e-07,8.387318345768385,3.9269635383433544e-08,2.2696400496724402e-08,1.7302142420821764
339920,18194694018.0,5.1608452391177775e-08,8.520056503477733e-09,6.057289921740793,0.0,6.737275004338408e-06,0.0,2.7529454438995775e-06,1.7586099257716084e-06,1.565409931762835,1.1673183390162136e-06,1.0342965952378573e-07,11.286108301920546,3.9269635383433544e-08,1.9077404034362177e-08,2.058437055309054
339930,18194694018.0,5.1608452391177775e-08,9.247532147335718e-09,5.580781074229253,0.0,6.702897712641927e-06,0.0,2.7529454438995775e-06,7.789273446870269e-07,3.5342775711715593,1.1673183390162136e-06,8.95463121324467e-08,13.035917518184885,3.9269635383433544e-08,1.973825464116903e-08,1.989519139221508
339940,18194694018.0,5.1608452391177775e-08,6.595785579086072e-09,7.824458780894568,0.0,8.056199833899088e-06,0.0,2.7529454438995775e-06,1.3595932536703343e-06,2.024830173633014,1.1673183390162136e-06,2.167319831597241e-07,5.385999435791346,3.9269635383433544e-08,1.7047840237617868e-08,2.303496210433796
339950,18194694018.0,5.1608452391177775e-08,9.459608691775793e-09,5.455664612855106,0.0,7.842573170195582e-06,0.0,2.7529454438995775e-06,7.618308029042848e-07,3.6135916707550786,1.1673183390162136e-06,1.1742039004328066e-07,9.941359746684073,3.9269635383433544e-08,1.809164822608788e-08,2.1705946795277242
339990,18194694018.0,5.1608452391177775e-08,7.618750695549299e-09,6.773873362377675,0.0,6.512299722276746e-06,0.0,2.7529454438995775e-06,1.2354213044330952e-06,2.2283454510790044,1.1673183390162136e-06,1.334318750259315e-07,8.748421910352034,3.9269635383433544e-08,1.78429479354892e-08,2.2008490707596122
334210,18190350746.0,4.13955734287082e-08,3.2821321206044693e-09,12.612403129306198,0.0,1.1376218637637367e-06,0.0,4.192882317938346e-07,4.105422156658697e-08,10.213035731630656,6.120277808523352e-07,2.7353795320099652e-08,22.374510509063263,1.9786644305313737e-08,4.269674717156239e-09,4.634227573779291
334220,18190350746.0,4.13955734287082e-08,2.9019576363605745e-09,14.26470631756828,0.0,1.2200727542250895e-06,0.0,4.192882317938346e-07,4.150955360144445e-08,10.101005561747217,6.120277808523352e-07,1.6556238749789958e-08,36.96659549924041,1.9786644305313737e-08,4.417247700734649e-09,4.479405649364636
334290,18190350746.0,4.13955734287082e-08,5.915627327869613e-09,6.9976641756464275,0.0,1.946313078483817e-06,0.0,4.192882317938346e-07,7.785315592532691e-08,5.385629224793355,6.120277808523352e-07,2.733714718038343e-08,22.38813643625234,1.9786644305313737e-08,7.1723279822153455e-09,2.758747836738241
334300,18190350746.0,4.13955734287082e-08,9.457226016229996e-09,4.377136948791039,0.0,2.0315698530812813e-06,0.0,4.192882317938346e-07,4.709794971408031e-07,0.8902473129705792,6.120277808523352e-07,2.699424764738468e-08,22.672525970977787,1.9786644305313737e-08,1.1510767719190675e-08,1.7189682554644532
334610,18190350746.0,4.13955734287082e-08,6.931993632175485e-09,5.971669280907421,0.0,2.2436261045573725e-06,0.0,4.192882317938346e-07,1.3443224951558395e-07,3.1189557067199782,6.120277808523352e-07,3.4293140959179275e-08,17.8469444248592,1.9786644305313737e-08,9.725077222583845e-09,2.034600225010516
335920,18190350746.0,4.13955734287082e-08,5.811146285386516e-09,7.123478122174799,0.0,7.87638454299159e-06,0.0,4.192882317938346e-07,2.6776456639030744e-07,1.5658839309703827,6.120277808523352e-07,1.807218030555168e-07,3.3865741183664673,1.9786644305313737e-08,1.728095800992197e-08,1.144996955258679
335930,18190350746.0,4.13955734287082e-08,6.0069242215530175e-09,6.891309412590838,0.0,7.10891371522375e-06,0.0,4.192882317938346e-07,1.8083510487950006e-07,2.3186218852430693,6.120277808523352e-07,1.0088146936465197e-07,6.066800817899116,1.9786644305313737e-08,1.3696681426537563e-08,1.4446305414519434
327320,17204517554.0,2.8306518823991896e-08,7.586047402780843e-09,3.7313922944398525,0.0,1.581290128263562e-05,0.0,7.200434398185044e-07,2.949618041274792e-07,2.441141292678389,7.5232565861695424e-06,7.220252704682953e-06,1.0419658277735993,8.012744302030661e-08,2.2095849399727894e-08,3.6263572207952035
327330,17204517554.0,2.8306518823991896e-08,8.244605985026005e-09,3.433337975811419,0.0,9.53622702979885e-06,0.0,7.200434398185044e-07,2.603491114440211e-07,2.765684260740503,7.5232565861695424e-06,3.4168894580060643e-06,2.20178518463391,8.012744302030661e-08,1.6208530414545374e-08,4.943535346572879
327390,17204517554.0,2.8306518823991896e-08,9.599439935228858e-09,2.9487677421794345,0.0,8.349536310772564e-06,0.0,7.200434398185044e-07,3.074008096206975e-07,2.34236025827963,7.5232565861695424e-06,1.495924314993288e-06,5.029169263956578,8.012744302030661e-08,1.6752292321868752e-08,4.783073353830315
327400,17204517554.0,2.8306518823991896e-08,5.3349199310847025e-09,5.305893844640435,0.0,3.289047114916142e-05,0.0,7.200434398185044e-07,7.808982655873407e-07,0.9220707376996602,7.5232565861695424e-06,6.469668199757785e-06,1.1628504513494529,8.012744302030661e-08,2.7193611814339243e-08,2.946553902709432
522A00,16341303438.0,1.3829986136507356e-08,5.75713469962873e-09,2.402234246386355,0.0,2.0778836199095364e-06,0.0,9.105760783682719e-08,5.9221626406792085e-08,1.5375735750881685,9.02620776608334e-08,1.9055355701185678e-08,4.736835096456218,4.354365015616451e-09,3.1312639423407834e-09,1.3906093819613736
525000,16341303438.0,1.3829986136507356e-08,5.3054283459401176e-09,2.6067614591554142,0.0,4.2714468809682706e-06,0.0,9.105760783682719e-08,1.1579464081490834e-07,0.7863715211343675,9.02620776608334e-08,5.058365222425936e-08,1.7844120321850685,4.354365015616451e-09,5.949190175917281e-09,0.7319256717062452
484000,15293444292.0,2.9489759885934792e-08,8.010898608921466e-09,3.6812049840567256,0.0,1.86335236000028e-05,0.0,1.8256188381713956e-07,3.729123483625564e-07,0.4895570892698021,2.081937815450474e-07,4.669775522518915e-08,4.458325256558498,1.010262940447109e-08,6.2903402385851115e-09,1.6060545250797877
485000,15293444292.0,2.9489759885934792e-08,1.0651883492643275e-08,2.7685019185857507,0.0,2.9397621398191417e-05,0.0,1.8256188381713956e-07,3.1861179535026964e-07,0.5729916044584539,2.081937815450474e-07,7.682415852372108e-08,2.7100040605165,1.010262940447109e-08,7.380860131315496e-09,1.3687604459008345
814000,14766229280.0,1.6707041135690668e-07,1.6822945604860292e-08,9.931103344270378,0.0,0.0,,9.169571827209227e-08,0.0,,6.264293899681341e-08,0.0,,1.8366909713865691e-09,0.0,
331420,14751632304.0,2.792911262357614e-08,6.2739137038520646e-09,4.451625244132414,0.0,9.382576808154435e-06,0.0,1.4756333096844792e-06,2.567204219189156e-07,5.748016845152092,6.846225415516566e-06,1.5764109990509456e-07,43.42919086227026,4.173734725160213e-08,1.989935107538553e-08,2.097422528678791
331520,14468412910.0,2.460532486973376e-08,8.205644224902539e-09,2.9985853877336495,0.0,1.0122873709354967e-05,0.0,9.504152311340139e-07,2.1296085896786411e-07,4.462863437630254,3.030878388167317e-06,2.605908743253532e-07,11.630792505739096,5.268490778785769e-08,2.3531407501702513e-08,2.2389186785382855
325211,13374971796.0,2.4149583634755652e-08,3.924417966266384e-09,6.153672682762459,0.0,2.5661184479629432e-05,0.0,1.1016097996114234e-06,8.509902822000082e-07,1.294503383474022,1.056899424956365e-06,3.256243727054549e-07,3.245762644162968,3.309322866253613e-08,3.6412623625248e-08,0.9088394454386349
48A000,12760622688.0,3.0092575369469303e-08,9.294504569715564e-09,3.237673954943272,0.0,8.366718422050893e-06,0.0,2.424646567529636e-07,2.983163189554852e-07,0.8127770468673026,3.855611219213255e-07,9.02013806301513e-08,4.2744481207247205,1.1548104164115537e-08,6.662933291314779e-09,1.733186219824329
561500,12760622688.0,3.0092575369469303e-08,8.171207969561437e-09,3.6827572473454526,0.0,2.1638515130634173e-06,0.0,2.424646567529636e-07,8.467400762672103e-08,2.863507510142318,3.855611219213255e-07,2.4938441305148857e-08,15.460514039492978,1.1548104164115537e-08,4.8192550756612025e-09,2.3962425691964717
111900,12106042344.0,2.4979261711394523e-07,5.413643340658575e-09,46.14131397203528,0.0,6.7598760869152895e-06,0.0,4.945051264393628e-06,1.971364782551446e-05,0.25084405018098566,4.951246517794271e-07,6.218258456092694e-07,0.7962432814195757,1.1194740291584086e-08,1.6033471992218608e-06,0.006982106119633437
111400,12066191704.0,2.499545899805472e-07,8.497223002830265e-09,29.41603273178685,0.0,6.908212521128825e-06,0.0,4.953178390178178e-06,5.529188402712605e-07,8.958237682311859,4.908756752171025e-07,2.7847141417303054e-07,1.7627506818782224,1.1144195558854173e-08,1.0096419376002532e-08,1.1037770068606725
325310,11816856548.0,3.5542447206155255e-08,4.12496304993943e-09,8.61642802028909,0.0,1.1200679939049118e-05,0.0,2.9048334352344888e-06,2.507116678676839e-07,11.586351205511303,6.7238693875358704e-06,4.24232296527658e-06,1.5849499065890909,1.3050958126939582e-07,1.6895964357036e-08,7.72430495895593
445000,11438365020.0,2.0370044109678184e-08,1.707270238187409e-08,1.1931353135579081,0.0,5.144460752693324e-06,0.0,1.9661900945350316e-07,2.1807347908321383e-07,0.9016181622822464,1.8936272764619293e-07,5.4657134854135e-08,3.4645564234486574,5.166472646804904e-09,2.026976309094712e-08,0.25488569469824507
452000,11438365020.0,2.0370044109678184e-08,1.6103264255555293e-08,1.264963661181362,0.0,3.493290276081832e-06,0.0,1.9661900945350316e-07,1.1386289314959943e-07,1.7268049670508032,1.8936272764619293e-07,3.099876352304988e-08,6.108718739874502,5.166472646804904e-09,1.3273980688107916e-08,0.3892180324952196
327200,10796355538.0,3.139948465079902e-08,6.958851169764019e-09,4.512164994594044,0.0,1.6154384355623966e-05,0.0,6.287306838041999e-07,2.9351285464188704e-07,2.1420890903443044,1.3712960774486121e-06,1.0904381524646235e-06,1.2575642867494958,3.43186178609895e-08,2.430983419927503e-08,1.4117174794229141
327910,9636903406.0,2.8224834113274497e-08,4.4701336669700264e-09,6.314091751177102,0.0,5.8545651855538774e-06,0.0,7.62278056603362e-07,3.612708014289256e-07,2.1099907703261436,1.0304554877884598e-05,3.2587977031515006e-07,31.620725852112038,3.674925285434565e-08,1.2110315811384571e-08,3.0345412478672684
327991,9636903406.0,2.8224834113274497e-08,1.1176425933037748e-08,2.525389984453017,0.0,7.287029752247397e-06,0.0,7.62278056603362e-07,3.6262128003115126e-07,2.10213271691578,1.0304554877884598e-05,6.6054645434063746e-06,1.5600045704840977,3.674925285434565e-08,2.0310993705948744e-08,1.809328159241289
327992,9636903406.0,2.8224834113274497e-08,4.755289567305726e-09,5.935460651509022,0.0,1.3637094340979248e-05,0.0,7.62278056603362e-07,2.0591272549392774e-07,3.7019472923534353,1.0304554877884598e-05,8.227808268662964e-06,1.2524058098353221,3.674925285434565e-08,1.879897734261694e-08,1.95485382978976
327993,9636903406.0,2.8224834113274497e-08,6.229176564628823e-09,4.531069848548485,0.0,1.4597418451155915e-05,0.0,7.62278056603362e-07,4.2726337670955854e-07,1.7840940697370766,1.0304554877884598e-05,9.039305461829144e-07,11.399719725589874,3.674925285434565e-08,2.7075756103437995e-08,1.357275221196107
327999,9636903406.0,2.8224834113274497e-08,6.111092180371185e-09,4.618623525911228,0.0,1.1027421479014389e-05,0.0,7.62278056603362e-07,3.516348582052614e-07,2.167811406679124,1.0304554877884598e-05,3.7918789243527188e-06,2.717532675346064,3.674925285434565e-08,1.4530997745952671e-08,2.529024743987827
481000,9631351182.0,1.8377483766846202e-08,5.2508235675834024e-09,3.4999240653031713,0.0,2.0561137675139083e-05,0.0,3.188545347343768e-07,1.5139491908283597e-07,2.1061112002042486,5.505977198620646e-07,4.38059626705059e-08,12.569013127356206,2.236653984776276e-08,4.571505626557186e-09,4.8925981229967475
233210,8839263742.0,4.106676874853227e-08,7.831604909333403e-09,5.243723250082558,0.0,4.7549297443380274e-06,0.0,3.976575541352367e-07,6.219699010149351e-07,0.6393517652322663,8.187333483006281e-07,6.468736248803733e-07,1.265677431897207,1.0939033252346636e-08,1.1819637752239304e-08,0.9254964899642688
233262,8839263742.0,4.106676874853227e-08,7.432490534865979e-09,5.525303874372546,0.0,5.233539578495729e-06,0.0,3.976575541352367e-07,7.778080296818482e-07,0.511254112789107,8.187333483006281e-07,6.297351212007363e-07,1.3001233705046065,1.0939033252346636e-08,1.1417908245839376e-08,0.9580593062072259
230301,8839263742.0,4.106676874853227e-08,9.52463229088282e-09,4.311638233828959,0.0,8.992642062460485e-06,0.0,3.976575541352367e-07,7.30644841003929e-07,0.544255610686093,8.187333483006281e-07,1.561087258103325e-06,0.5244635391460212,1.0939033252346636e-08,1.4478768209114113e-08,0.755522368640498
230302,8839263742.0,4.106676874853227e-08,1.2160007926951035e-08,3.377199175792744,0.0,6.6799979686792855e-06,0.0,3.976575541352367e-07,1.087490794831713e-06,0.365665213926499,8.187333483006281e-07,8.383670757729407e-07,0.9765809893545604,1.0939033252346636e-08,1.9268316777322307e-08,0.5677212690016206
2332A0,8839263742.0,4.106676874853227e-08,8.57218954392346e-09,4.790697701924141,0.0,5.357916768985198e-06,0.0,3.976575541352367e-07,6.453844637687949e-07,0.6161560689159928,8.187333483006281e-07,6.708932498954695e-07,1.2203630733029334,1.0939033252346636e-08,1.2601685393154192e-08,0.8680611292112733
233412,8839263742.0,4.106676874853227e-08,6.386736091914306e-09,6.4300087176802805,0.0,2.2733227542071644e-06,0.0,3.976575541352367e-07,2.5896766653710396e-07,1.535549049241102,8.187333483006281e-07,3.9680059300056157e-07,2.0633370079148783,1.0939033252346636e-08,7.500844665749029e-09,1.4583735218911205
2334A0,8839263742.0,4.106676874853227e-08,7.712774923240588e-09,5.32451279302699,0.0,6.849784126376612e-06,0.0,3.976575541352367e-07,6.95587991189391e-07,0.5716854792954076,8.187333483006281e-07,8.415094403349396e-07,0.9729342406126233,1.0939033252346636e-08,1.3028759587172015e-08,0.8396066547361192
233230,8839263742.0,4.106676874853227e-08,7.380347577625129e-09,5.564340746367241,0.0,7.291932224729393e-06,0.0,3.976575541352367e-07,7.095579678401248e-07,0.5604299749401667,8.187333483006281e-07,8.123563050697091e-07,1.007850056916062,1.0939033252346636e-08,1.3911787995145589e-08,0.7863139702936623
2332D0,8839263742.0,4.106676874853227e-08,8.848592820724365e-09,4.641050795370473,0.0,8.009156436592695e-06,0.0,3.976575541352367e-07,1.9210614236906415e-06,0.20699887532553646,8.187333483006281e-07,5.959656707532568e-07,1.3737928012964393,1.0939033252346636e-08,1.3962334954047727e-08,0.7834673275171196
233240,8839263742.0,4.106676874853227e-08,9.804117879032125e-09,4.1887265387089,0.0,2.7890956537539062e-05,0.0,3.976575541352367e-07,3.729750242184118e-07,1.0661774336459886,8.187333483006281e-07,2.416027308158264e-06,0.3388758668149111,1.0939033252346636e-08,1.9177136120960005e-08,0.570420587482331
233411,8839263742.0,4.106676874853227e-08,8.379495508980686e-09,4.900864103873455,0.0,4.187224034496627e-06,0.0,3.976575541352367e-07,6.000094924013689e-07,0.6627521050437459,8.187333483006281e-07,7.511831401397301e-07,1.089925085576778,1.0939033252346636e-08,1.1678028770687991e-08,0.9367191558736143
2332C0,8839263742.0,4.106676874853227e-08,6.861386352651058e-09,5.9851998762123575,0.0,8.900554314260176e-06,0.0,3.976575541352367e-07,5.536402956378791e-07,0.7182597749267398,8.187333483006281e-07,1.5849155391541827e-06,0.5165785356218787,1.0939033252346636e-08,1.1381065154221264e-08,0.9611607616787364
111200,8029792020.0,1.2627973395505204e-07,1.0194523296227327e-08,12.387017056676324,0.0,5.438396552920933e-06,0.0,3.4236254104125603e-06,1.982394438745501e-06,1.727015241517273,1.1563188656535092e-06,4.351351161885142e-07,2.657378875283776,1.4761528032702392e-08,5.663746577997365e-07,0.02606318596606753
111300,8029792020.0,1.2627973395505204e-07,9.606828479462503e-09,13.144789065924629,0.0,3.628962492102487e-06,0.0,3.4236254104125603e-06,1.4874409136664015e-06,2.301688342008589,1.1563188656535092e-06,2.501930761690595e-07,4.62170609738283,1.4761528032702392e-08,6.81563185892262e-07,0.021658341204825314
332114,7671404916.0,2.1638800430645915e-08,5.525900818510635e-09,3.9158865027327976,0.0,1.685681364543093e-05,0.0,9.165205170353701e-07,2.2520145521320446e-07,4.069780615616692,2.8922994214166963e-06,2.0476369263665586e-07,14.125059888175361,6.05130357585207e-08,1.8481142059827923e-08,3.2743125702202485
327310,7567614148.0,2.8410539411132777e-08,5.226586322875474e-09,5.43577349651471,0.0,3.718636785105825e-05,0.0,6.662601847020068e-07,2.034501233372848e-07,3.2748084580782666,3.98143977887177e-06,2.678681160021731e-06,1.486343293966151,1.3536697035098345e-07,4.097792646423784e-08,3.303411910534824
31161A,7438983894.0,7.608566009351276e-08,6.482472659560044e-09,11.737135517464194,0.0,6.826692964040389e-06,0.0,3.128679982594408e-05,2.4259637924065497e-05,1.2896647478364736,7.03993996306937e-07,2.0929955811147696e-07,3.363571345582948,2.6925989201503148e-08,2.1775719453369328e-07,0.12365143323582324
492000,7414211572.0,1.591538073254217e-08,1.1673576851368578e-08,1.363367966406654,0.0,1.3198639786912867e-05,0.0,8.942285953962253e-08,2.22891007701926e-07,0.40119545629767384,1.3379709903967656e-07,5.2823914860466734e-08,2.532888737858578,5.274599951758712e-09,6.137142570485166e-09,0.859455339546028
5111A0,7414211572.0,1.591538073254217e-08,5.586197869597257e-09,2.849054241197082,0.0,2.9742251763648265e-06,0.0,8.942285953962253e-08,1.9536754423984455e-07,0.4577160443284368,1.3379709903967656e-07,3.6192116936113193e-08,3.6968575028605533,5.274599951758712e-09,8.199576945029102e-09,0.6432770845520728
515100,7414211572.0,1.591538073254217e-08,3.6939349766755067e-09,4.308516753282378,0.0,1.273649619692526e-06,0.0,8.942285953962253e-08,5.6538094359016625e-08,1.5816390798704287,1.3379709903967656e-07,2.4796722024947603e-08,5.395757507990989,5.274599951758712e-09,3.136026980110607e-09,1.6819370449334201
515200,7414211572.0,1.591538073254217e-08,3.085006633300864e-09,5.158945384669463,0.0,1.5643793459255395e-06,0.0,8.942285953962253e-08,6.773607645106432e-08,1.3201659178506708,1.3379709903967656e-07,3.322965373511058e-08,4.026436751530337,5.274599951758712e-09,3.632277860691836e-09,1.4521466016793287
517110,7414211572.0,1.591538073254217e-08,4.3755109561380054e-09,3.6373765011868917,0.0,1.6466095640431246e-06,0.0,8.942285953962253e-08,6.575080293794024e-08,1.3600268824705528,1.3379709903967656e-07,3.545616197312492e-08,3.7735922782926186,5.274599951758712e-09,4.8839402434621e-09,1.0799886339353904
517210,7414211572.0,1.591538073254217e-08,4.0998664661768014e-09,3.8819266100106784,0.0,2.3249345688159612e-06,0.0,8.942285953962253e-08,1.4472391819592313e-07,0.6178858384594342,1.3379709903967656e-07,7.88222774355456e-08,1.6974528444586605,5.274599951758712e-09,5.869051811588777e-09,0.8987141570881542
517A00,7414211572.0,1.591538073254217e-08,5.071591767570427e-09,3.1381431041652075,0.0,2.292250938410163e-06,0.0,8.942285953962253e-08,7.46800655830278e-08,1.1974127076817305,1.3379709903967656e-07,3.566293425592661e-08,3.7517131394605205,5.274599951758712e-09,6.234351041194484e-09,0.8460543714824428
519130,7414211572.0,1.591538073254217e-08,5.105836678356954e-09,3.117095538916396,0.0,2.6308642351820473e-06,0.0,8.942285953962253e-08,1.5204874805305407e-07,0.5881196700706828,1.3379709903967656e-07,3.328066640335429e-08,4.020265021682121,5.274599951758712e-09,6.137886687853121e-09,0.8593511447836184
